age_group,race,income,gender,JOBSAT_W157,JOBSEC_W157,AIWRKOPPO_W157,AIWRKFEEL_c_W157,AIWRKHEARD_W157,CHATWRK_W157,WEIGHT_W157
65+,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,0.7242073815515092
65+,Black,Middle,Female,2.0,1.0,3.0,2.0,2.0,5.0,0.375817666256693
30-49,White,Middle,Female,3.0,3.0,2.0,1.0,1.0,4.0,0.409085799105348
65+,Black,Low,Female,3.0,2.0,,,3.0,,0.5676728227734187
50-64,Asian,Middle,Female,2.0,3.0,,,3.0,,0.3979347127277706
30-49,White,Upper,Female,3.0,1.0,3.0,1.0,1.0,5.0,0.7711117634041987
50-64,White,Middle,Female,1.0,1.0,,,3.0,,0.8995490347860339
65+,Black,Middle,Female,3.0,3.0,4.0,2.0,2.0,5.0,0.3671766559237475
50-64,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,,0.3994774939831134
50-64,White,Middle,Male,2.0,1.0,3.0,1.0,1.0,3.0,0.4351785821527513
30-49,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.3858628361481423
30-49,White,Middle,Female,2.0,1.0,4.0,2.0,2.0,5.0,0.6079062851042855
30-49,White,Upper,Male,3.0,1.0,4.0,1.0,1.0,3.0,0.7580713078185152
30-49,Black,Upper,Female,3.0,2.0,3.0,1.0,1.0,5.0,0.9396233451946108
30-49,Other,Middle,Female,3.0,2.0,3.0,1.0,2.0,,0.6860383017322524
30-49,Other,Middle,Male,3.0,2.0,3.0,2.0,1.0,4.0,0.8111601044083538
30-49,White,Middle,Female,3.0,1.0,,,3.0,,0.4171531406377943
30-49,White,Middle,Female,2.0,1.0,3.0,2.0,1.0,,0.418808209718783
18-29,White,Low,Female,3.0,3.0,1.0,2.0,1.0,3.0,2.1455454059328036
30-49,White,Middle,Male,1.0,2.0,1.0,2.0,1.0,4.0,0.6139517006786083
50-64,White,Upper,Female,3.0,3.0,3.0,1.0,2.0,5.0,0.9615427860568492
50-64,Hispanic,Upper,Female,1.0,1.0,3.0,1.0,2.0,5.0,0.4367444690863238
65+,Black,Upper,Female,2.0,1.0,4.0,1.0,2.0,5.0,2.506226292189239
50-64,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,3.0,0.5563301593265241
30-49,White,Low,Male,2.0,2.0,,,3.0,,2.377508558745551
30-49,Other,Upper,Male,3.0,3.0,3.0,1.0,2.0,5.0,0.8024532318677107
30-49,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,,1.3304295379513909
30-49,White,Middle,Male,1.0,2.0,,,3.0,4.0,0.9248562843029746
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,4.0,0.6908728418001161
50-64,White,Middle,Female,3.0,3.0,,,3.0,,0.8833406090989147
18-29,Hispanic,Middle,Female,2.0,2.0,2.0,1.0,2.0,2.0,0.771417623564471
30-49,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,4.0,0.489727518861535
65+,White,Middle,Female,1.0,1.0,2.0,1.0,2.0,4.0,0.4542457657585501
18-29,Hispanic,Middle,Other,4.0,2.0,,,3.0,,4.764723573445259
50-64,Black,Middle,Female,2.0,2.0,,,3.0,,0.5853407735073937
50-64,Asian,Upper,Female,3.0,3.0,3.0,2.0,1.0,4.0,0.455064547603666
30-49,Black,Upper,Female,3.0,1.0,2.0,1.0,2.0,4.0,0.3660663357389765
65+,White,Middle,Female,2.0,1.0,4.0,1.0,2.0,,0.3351806345385007
50-64,Black,Middle,Female,3.0,3.0,3.0,2.0,2.0,4.0,0.6504388170515946
65+,Asian,Middle,Female,3.0,2.0,3.0,2.0,2.0,,1.1939646317741848
30-49,White,Middle,Female,1.0,2.0,4.0,1.0,2.0,5.0,0.9298959143745624
30-49,White,Middle,Female,1.0,2.0,2.0,1.0,2.0,,1.0614097313708664
18-29,White,Low,Male,2.0,1.0,3.0,2.0,2.0,3.0,2.0921567801041516
18-29,Other,Low,Male,4.0,3.0,4.0,2.0,2.0,4.0,4.764723573445259
30-49,Hispanic,Low,Female,3.0,3.0,3.0,1.0,2.0,5.0,0.4300854348111025
30-49,White,Upper,Female,1.0,1.0,2.0,2.0,2.0,2.0,0.5379635409666672
30-49,Other,Upper,Male,3.0,3.0,3.0,1.0,1.0,5.0,1.0613334866157995
30-49,Hispanic,Middle,Male,2.0,1.0,4.0,2.0,1.0,4.0,0.9818677725724206
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,,0.7046027943597349
50-64,White,Upper,Male,3.0,2.0,4.0,1.0,2.0,5.0,0.9564313417260848
30-49,White,Middle,Male,3.0,3.0,3.0,2.0,2.0,4.0,0.4733568219649378
30-49,White,Upper,Female,3.0,3.0,3.0,1.0,2.0,4.0,0.6316291407875777
18-29,Hispanic,Upper,Female,2.0,2.0,2.0,1.0,1.0,5.0,1.1154115464292955
30-49,White,Upper,Male,2.0,1.0,1.0,1.0,1.0,4.0,0.4380245479386135
30-49,White,Low,Female,5.0,5.0,,,3.0,5.0,0.9430780221602256
50-64,Asian,Middle,Female,2.0,2.0,4.0,2.0,2.0,5.0,0.6491278439858594
50-64,Black,Low,Female,2.0,3.0,,,,,0.3363275799145233
30-49,Black,Middle,Female,3.0,4.0,2.0,1.0,2.0,2.0,0.5238459510320143
30-49,Hispanic,Middle,Male,2.0,1.0,1.0,2.0,1.0,4.0,1.5110415479198196
65+,White,Middle,Male,4.0,5.0,1.0,2.0,1.0,3.0,0.4165724261404824
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,2.0,4.0,0.4714167316302821
50-64,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.9121111919977553
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.9107516957260952
30-49,White,Middle,Female,1.0,1.0,4.0,1.0,2.0,5.0,0.6400251823845075
50-64,White,Middle,Male,1.0,2.0,2.0,1.0,2.0,5.0,1.4201652419145796
50-64,White,Upper,Female,2.0,1.0,3.0,2.0,1.0,4.0,0.9408581853447384
50-64,White,Low,Female,2.0,1.0,2.0,1.0,2.0,5.0,1.2359491389896584
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.3977931596425601
30-49,Asian,Middle,Male,1.0,1.0,,,3.0,,0.9419489280618668
30-49,White,Upper,Female,1.0,3.0,2.0,1.0,2.0,4.0,0.5390476644301959
30-49,White,Middle,Male,3.0,5.0,2.0,1.0,2.0,5.0,1.9720798726448443
30-49,Other,Middle,Female,2.0,2.0,3.0,1.0,2.0,4.0,1.2519765582610092
65+,White,Low,Male,1.0,2.0,,,3.0,,0.8786461256000662
30-49,White,Low,Female,1.0,1.0,,,3.0,,1.7048098308369883
30-49,Asian,Middle,Female,3.0,2.0,,,3.0,,0.7347444789421388
18-29,White,Low,Female,2.0,5.0,3.0,1.0,2.0,5.0,1.171943583083464
50-64,White,Upper,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.7158002631630526
65+,White,Upper,Male,2.0,1.0,4.0,1.0,2.0,5.0,0.7711223719798309
30-49,White,Middle,Female,3.0,2.0,,,3.0,,1.1064150067116203
30-49,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.9721283022871005
50-64,Black,Low,Female,4.0,3.0,,,3.0,,0.5159589042260212
65+,White,Middle,Male,2.0,2.0,,,3.0,,0.4951347965060386
18-29,Hispanic,Middle,Female,3.0,1.0,,,3.0,,0.9602382332305728
50-64,White,Middle,Male,3.0,4.0,2.0,1.0,2.0,5.0,0.5168018332827181
30-49,Black,Middle,Female,3.0,1.0,4.0,2.0,2.0,4.0,2.0593994966618245
50-64,White,Middle,Male,3.0,2.0,2.0,2.0,2.0,5.0,1.1943713124021371
50-64,White,Middle,Female,3.0,1.0,,,3.0,,0.6644505518980746
18-29,Hispanic,Low,,4.0,5.0,,,3.0,,4.764723573445259
50-64,White,Upper,Male,1.0,1.0,3.0,1.0,1.0,4.0,0.2791776352333778
18-29,Black,Middle,Male,4.0,5.0,2.0,1.0,1.0,1.0,2.158798417243459
50-64,Black,Middle,Female,3.0,2.0,4.0,1.0,1.0,5.0,0.7725430041837955
65+,White,Low,Female,2.0,1.0,4.0,2.0,2.0,,0.8845772503788566
50-64,White,Low,Female,2.0,1.0,4.0,1.0,2.0,,3.772928058317788
30-49,White,Middle,Male,4.0,2.0,2.0,1.0,2.0,5.0,1.276740831507711
30-49,Black,Middle,Female,2.0,3.0,2.0,1.0,2.0,,0.6416654811187982
50-64,White,Middle,Male,2.0,1.0,2.0,1.0,2.0,,1.178030630031102
50-64,White,Middle,Male,2.0,1.0,2.0,2.0,2.0,4.0,1.036181185528512
50-64,White,Low,Male,3.0,5.0,2.0,2.0,2.0,4.0,0.9570143993295794
65+,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.7145626906542851
50-64,White,Upper,Female,2.0,1.0,4.0,1.0,1.0,4.0,0.3690495824002515
30-49,White,Upper,Female,3.0,1.0,,,3.0,,0.6787650755076926
65+,White,Middle,Female,4.0,2.0,4.0,1.0,2.0,5.0,0.6293295492105689
65+,White,Middle,Male,2.0,1.0,2.0,1.0,2.0,4.0,0.4791490917899363
50-64,Hispanic,Middle,Female,1.0,2.0,,,3.0,,1.100880608125752
18-29,White,Low,Female,1.0,1.0,3.0,1.0,2.0,,1.5478257887900877
50-64,Hispanic,Upper,Male,4.0,1.0,3.0,2.0,1.0,5.0,0.4408796622792589
30-49,White,Upper,Male,1.0,1.0,3.0,1.0,1.0,3.0,0.6350366218174728
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,1.0564562921450231
30-49,White,Upper,Male,2.0,1.0,,,3.0,5.0,1.3225021367404644
50-64,White,Upper,Male,3.0,1.0,3.0,2.0,2.0,5.0,0.6706130685160632
30-49,White,Low,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.5446124148607824
30-49,Other,Middle,Female,3.0,2.0,2.0,1.0,2.0,4.0,0.930874315089454
30-49,Other,Upper,Female,3.0,3.0,2.0,1.0,2.0,4.0,1.0600478467357768
18-29,White,Middle,Female,3.0,1.0,,,3.0,,0.7878204893155967
30-49,Hispanic,Low,Female,2.0,2.0,2.0,1.0,2.0,5.0,2.593925189399579
30-49,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,4.0,0.5200590515104669
50-64,White,Middle,Male,3.0,2.0,3.0,1.0,1.0,5.0,0.9674025232945314
50-64,White,Low,Female,4.0,1.0,,,3.0,,0.3267159401554202
18-29,Hispanic,Middle,Male,1.0,3.0,2.0,1.0,1.0,,1.243120574299083
30-49,White,Upper,Female,2.0,2.0,2.0,1.0,1.0,4.0,0.3282927277983062
50-64,White,Low,Female,2.0,1.0,3.0,2.0,2.0,5.0,1.0444832359057286
50-64,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.632939898048077
30-49,White,Upper,Male,2.0,1.0,2.0,1.0,2.0,5.0,0.6498241751597458
30-49,White,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,0.5692673679640043
18-29,White,Low,Female,3.0,2.0,3.0,1.0,2.0,4.0,0.6552766463640484
65+,Black,Low,Male,5.0,5.0,4.0,2.0,1.0,1.0,0.7887111895953571
50-64,White,Middle,Male,3.0,3.0,3.0,1.0,2.0,5.0,0.5151843321367202
50-64,Hispanic,Upper,Male,2.0,1.0,3.0,1.0,2.0,4.0,0.4129910942117967
30-49,White,Low,Male,2.0,1.0,2.0,1.0,2.0,5.0,0.5246133258702066
18-29,Hispanic,Middle,Male,2.0,3.0,3.0,1.0,1.0,4.0,3.2198443532439085
50-64,White,Middle,Female,1.0,1.0,2.0,1.0,2.0,5.0,0.6506773234241896
30-49,White,Upper,Female,2.0,1.0,1.0,1.0,1.0,4.0,1.2128264599156628
50-64,White,Upper,Female,2.0,2.0,2.0,1.0,1.0,4.0,0.650840418248415
50-64,White,Middle,Female,1.0,1.0,3.0,1.0,2.0,,0.8452994462358843
30-49,Black,Middle,Female,5.0,2.0,,,3.0,5.0,0.381092245201136
30-49,Asian,Middle,Male,4.0,4.0,1.0,1.0,2.0,,0.9819814015236886
65+,White,Low,Female,1.0,1.0,3.0,1.0,2.0,,0.7068125471943655
18-29,White,Upper,Male,1.0,2.0,3.0,2.0,1.0,4.0,1.28875872864069
18-29,Hispanic,Low,Female,4.0,2.0,2.0,1.0,2.0,,2.4455548630024326
65+,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,,0.7018596735035223
50-64,White,Middle,Female,1.0,1.0,3.0,2.0,1.0,3.0,0.4372673728720133
18-29,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,2.0,1.351189714748733
30-49,White,Upper,Female,2.0,3.0,2.0,1.0,1.0,3.0,0.5908528884745539
50-64,White,Low,Male,2.0,1.0,2.0,1.0,2.0,5.0,1.0484846124366425
50-64,White,Middle,Female,2.0,1.0,,,3.0,,0.5846701112442545
65+,White,Upper,Male,1.0,1.0,4.0,1.0,1.0,4.0,0.7837269048115166
30-49,Hispanic,Middle,Female,3.0,2.0,2.0,1.0,1.0,1.0,0.4142637665272367
65+,White,Middle,Female,1.0,1.0,,,3.0,5.0,0.8111452741564978
30-49,Other,Upper,Male,3.0,3.0,2.0,1.0,1.0,3.0,0.4662483221208393
30-49,Other,Middle,Female,2.0,1.0,,,3.0,,0.419303319674601
50-64,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,,0.4741692859531666
30-49,White,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.5746185558227307
30-49,White,Middle,Male,2.0,2.0,3.0,1.0,2.0,4.0,1.0186292206195182
50-64,White,Middle,Female,1.0,2.0,,,3.0,,0.6224041335234034
50-64,White,Upper,Female,1.0,2.0,3.0,1.0,2.0,5.0,0.3863841621457797
30-49,Black,Middle,Female,3.0,2.0,,,3.0,5.0,0.7601124489002324
30-49,White,Upper,Male,3.0,3.0,2.0,2.0,1.0,1.0,0.6514894781499391
30-49,White,Low,Female,2.0,1.0,2.0,1.0,2.0,,1.3860877947558712
30-49,White,Upper,Male,3.0,4.0,3.0,1.0,2.0,,0.920750701468735
18-29,White,Middle,Female,1.0,1.0,2.0,1.0,1.0,3.0,1.2557597675279264
30-49,White,Upper,Male,4.0,1.0,2.0,1.0,2.0,5.0,0.696563917598604
30-49,Other,Middle,Male,1.0,3.0,4.0,2.0,1.0,2.0,0.4927197327882922
18-29,White,Middle,Other,2.0,2.0,3.0,2.0,2.0,5.0,1.3932725764944531
50-64,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,4.0,0.5847994369668692
30-49,White,Middle,Male,3.0,1.0,,,3.0,5.0,0.3849173099383731
50-64,Hispanic,Middle,Female,2.0,2.0,2.0,1.0,2.0,5.0,0.5814676700865619
50-64,White,Middle,Female,3.0,3.0,,,3.0,,1.236378088666111
65+,White,Middle,Male,2.0,3.0,,,3.0,5.0,0.5844545544320876
65+,Black,Middle,Male,2.0,4.0,4.0,2.0,2.0,5.0,1.3184813160948488
30-49,White,Middle,Female,3.0,2.0,3.0,2.0,2.0,5.0,0.546169561260696
65+,White,Upper,Male,2.0,3.0,3.0,2.0,1.0,4.0,0.6312317260974061
30-49,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,5.0,0.8785535669073692
30-49,White,Upper,Male,3.0,2.0,3.0,2.0,1.0,4.0,0.5497837205251026
65+,White,Middle,Male,1.0,1.0,3.0,1.0,2.0,5.0,0.6223158317171312
30-49,White,Middle,Male,2.0,2.0,1.0,1.0,2.0,4.0,0.4764313488753744
30-49,White,Middle,Male,2.0,1.0,2.0,1.0,2.0,5.0,0.4481588297964257
50-64,White,Middle,Male,3.0,3.0,2.0,1.0,2.0,,1.4074557999647406
50-64,White,Middle,Female,3.0,2.0,3.0,1.0,1.0,3.0,0.6459844362617251
50-64,White,Upper,Male,1.0,1.0,2.0,1.0,2.0,,1.6987904388937531
30-49,White,Middle,Female,1.0,2.0,2.0,1.0,2.0,5.0,0.7169258927225038
50-64,White,Middle,Female,2.0,,4.0,1.0,1.0,4.0,0.967213704738615
30-49,Black,Upper,Male,4.0,4.0,2.0,1.0,2.0,4.0,0.7909651796882221
50-64,White,Upper,Female,1.0,1.0,3.0,1.0,1.0,5.0,0.3642021682662844
50-64,White,Upper,Male,3.0,2.0,1.0,2.0,1.0,3.0,0.5848206129850803
30-49,White,Middle,Male,2.0,3.0,1.0,2.0,1.0,1.0,0.783306519765163
50-64,Hispanic,Middle,Female,1.0,1.0,3.0,2.0,2.0,4.0,1.098583115158435
50-64,White,Middle,Male,3.0,3.0,3.0,1.0,2.0,5.0,1.482223078025167
65+,White,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.44084519398605
18-29,White,Middle,Other,3.0,1.0,3.0,1.0,1.0,4.0,1.1273885384883433
30-49,Hispanic,Middle,Male,1.0,1.0,1.0,1.0,1.0,5.0,1.0169787033640738
50-64,Asian,Low,Female,5.0,5.0,2.0,1.0,1.0,5.0,0.6361317322288189
18-29,Hispanic,Middle,Male,2.0,2.0,3.0,2.0,1.0,3.0,2.160711453843057
30-49,Asian,Upper,Male,3.0,1.0,3.0,1.0,2.0,5.0,0.3585540911871346
18-29,Black,Middle,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.9786838181675526
30-49,Black,Low,Female,4.0,3.0,3.0,1.0,2.0,4.0,1.0383769189926757
50-64,White,Upper,Male,3.0,2.0,,,3.0,,1.93972566611026
30-49,White,Middle,Male,2.0,1.0,3.0,1.0,2.0,5.0,0.784889619014115
30-49,White,Upper,Male,3.0,1.0,4.0,2.0,1.0,5.0,0.6142897384847041
30-49,Black,Low,Female,3.0,3.0,,,3.0,,1.2109512452226614
50-64,White,Middle,Male,1.0,1.0,,,3.0,,1.3161769779227206
30-49,Other,Upper,Female,3.0,2.0,3.0,1.0,1.0,3.0,0.5600297691088949
30-49,White,Middle,Female,3.0,1.0,4.0,2.0,2.0,5.0,1.2128673069907434
18-29,Other,Middle,Female,4.0,1.0,3.0,1.0,2.0,5.0,0.7708240505575401
50-64,White,Upper,Male,3.0,2.0,3.0,2.0,2.0,5.0,0.4505798925514847
65+,White,Middle,Female,1.0,1.0,2.0,1.0,2.0,,0.9182680596421698
50-64,White,Middle,Male,4.0,3.0,3.0,2.0,2.0,4.0,0.5695722363358012
50-64,White,Middle,Male,3.0,2.0,2.0,1.0,2.0,5.0,1.645146669730928
18-29,Other,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,2.103525805113788
30-49,White,Middle,Female,1.0,1.0,,,3.0,,1.6766577783891043
30-49,Other,Upper,Male,2.0,2.0,2.0,1.0,1.0,5.0,0.4716761315288972
18-29,Hispanic,Middle,Female,2.0,3.0,2.0,1.0,1.0,3.0,0.9609547857104996
50-64,White,Upper,Male,3.0,2.0,2.0,1.0,1.0,2.0,0.7275459701813163
30-49,Other,Upper,Female,3.0,2.0,3.0,1.0,1.0,1.0,0.7070931622262335
30-49,White,Middle,Male,2.0,2.0,2.0,1.0,1.0,5.0,1.887724509092392
50-64,Black,Low,Female,4.0,5.0,2.0,1.0,2.0,3.0,0.3162714665247233
30-49,Black,Middle,Male,2.0,2.0,1.0,1.0,1.0,4.0,0.5166965304921497
50-64,White,Middle,Female,1.0,1.0,4.0,1.0,2.0,,0.5299282587385619
30-49,White,Low,Female,1.0,1.0,,,3.0,5.0,1.0367811480140388
50-64,White,Middle,Female,2.0,2.0,3.0,2.0,2.0,5.0,1.2115361124502213
30-49,White,Middle,Male,3.0,3.0,4.0,1.0,2.0,,0.958646543519692
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,2.0,5.0,1.026802492843366
30-49,Hispanic,Upper,Male,1.0,3.0,1.0,2.0,1.0,3.0,0.6841162127382597
18-29,Black,Low,Male,4.0,3.0,2.0,2.0,1.0,,4.764723573445259
18-29,Hispanic,Low,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.7411763206941566
30-49,White,Low,Male,2.0,2.0,2.0,1.0,2.0,5.0,1.644105249276193
30-49,White,Middle,Male,3.0,3.0,2.0,1.0,1.0,4.0,0.8970857316961639
50-64,White,Middle,Male,2.0,1.0,,,3.0,,0.6106584598175901
50-64,White,Middle,Male,2.0,1.0,,,3.0,5.0,0.4307712299417042
50-64,White,Middle,Male,3.0,1.0,,,3.0,5.0,1.738010439809452
30-49,White,Middle,Female,2.0,3.0,4.0,2.0,1.0,4.0,0.4671300029422666
50-64,Black,Middle,Female,4.0,2.0,2.0,1.0,2.0,,0.6504336047884816
50-64,White,Low,Male,2.0,1.0,1.0,1.0,1.0,2.0,1.4410548470599756
50-64,White,Middle,Female,1.0,1.0,,,3.0,,0.7131242867703491
18-29,White,Middle,Male,1.0,1.0,3.0,2.0,2.0,5.0,3.708536809796327
30-49,White,Middle,Male,3.0,2.0,3.0,1.0,2.0,4.0,0.8627361826324224
50-64,Black,Low,Male,3.0,4.0,4.0,1.0,2.0,,2.7434299666059183
50-64,White,Middle,Male,4.0,4.0,2.0,1.0,2.0,,0.4170434374690094
18-29,Asian,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,2.042067433941262
30-49,White,Upper,Male,3.0,3.0,1.0,1.0,1.0,1.0,0.7760561639354094
30-49,White,Middle,Male,4.0,2.0,3.0,1.0,2.0,4.0,0.3489991113662449
30-49,White,Middle,Female,2.0,1.0,3.0,2.0,2.0,4.0,0.7942592422704997
30-49,White,Middle,Male,2.0,1.0,3.0,2.0,1.0,5.0,1.0966782915197184
65+,White,Upper,Male,3.0,3.0,3.0,2.0,2.0,2.0,0.1992558171134416
30-49,Asian,Low,Female,4.0,3.0,,,3.0,,0.484452144114484
50-64,White,Upper,Male,3.0,2.0,3.0,1.0,2.0,,1.0424386454534154
65+,White,Upper,Male,2.0,2.0,3.0,1.0,2.0,5.0,0.2942165651080621
50-64,White,Upper,Male,3.0,1.0,3.0,1.0,1.0,1.0,0.4328634277171299
30-49,Hispanic,Upper,Male,3.0,1.0,3.0,1.0,2.0,5.0,0.4276353815501892
50-64,White,Middle,Male,1.0,1.0,4.0,2.0,2.0,5.0,0.4937134033396274
30-49,White,Upper,Male,3.0,1.0,1.0,2.0,1.0,1.0,0.3986987447854632
30-49,White,Middle,Male,2.0,2.0,3.0,2.0,1.0,5.0,0.7077095906339446
65+,White,Upper,Male,3.0,1.0,2.0,2.0,2.0,5.0,0.3797797003637907
30-49,Other,Middle,Male,2.0,3.0,2.0,1.0,1.0,1.0,0.7846891824250659
50-64,White,Middle,Female,3.0,,3.0,2.0,2.0,5.0,0.5656263336795471
50-64,White,Middle,Female,3.0,3.0,3.0,1.0,2.0,5.0,0.530731554982154
65+,White,Middle,Male,2.0,1.0,4.0,2.0,2.0,2.0,0.7661790905200209
30-49,Hispanic,Middle,Female,1.0,1.0,,,3.0,,1.4335041710352463
30-49,White,Low,Female,2.0,1.0,4.0,1.0,2.0,4.0,0.3513006952583686
50-64,White,Upper,Male,2.0,1.0,3.0,2.0,2.0,4.0,0.6961579032523193
30-49,Black,Low,Male,3.0,2.0,4.0,1.0,2.0,5.0,1.0152747915825422
50-64,White,Middle,Male,3.0,2.0,4.0,2.0,2.0,,0.8449108828298907
30-49,White,Low,Male,3.0,2.0,,,3.0,3.0,2.35746990293371
50-64,White,Upper,Female,2.0,2.0,4.0,1.0,2.0,5.0,0.7139598659121804
30-49,White,Low,Female,3.0,2.0,,,3.0,,0.8063474950260728
30-49,White,Low,Female,2.0,2.0,2.0,1.0,2.0,5.0,1.2338537705170645
30-49,Other,Upper,Female,2.0,2.0,2.0,2.0,1.0,1.0,0.4581623613575935
50-64,White,Middle,Female,5.0,4.0,3.0,2.0,2.0,4.0,0.4765244052109954
50-64,Black,Middle,Female,2.0,,,,3.0,5.0,1.1123930144646796
30-49,Hispanic,Middle,Male,4.0,3.0,2.0,1.0,1.0,3.0,0.43226903923247
50-64,White,Upper,Female,2.0,1.0,2.0,1.0,2.0,,0.6593263326421227
30-49,Black,Low,Female,2.0,3.0,1.0,1.0,2.0,4.0,1.1396078623657129
50-64,White,Upper,Male,3.0,3.0,2.0,1.0,1.0,5.0,0.6454279469559668
65+,White,Middle,Male,3.0,2.0,3.0,2.0,2.0,4.0,0.7687934934062752
30-49,White,Middle,Male,4.0,4.0,2.0,1.0,2.0,5.0,1.264978678422183
50-64,White,Upper,Male,3.0,1.0,2.0,2.0,2.0,5.0,2.110390972171054
30-49,White,Upper,Male,3.0,2.0,2.0,1.0,2.0,4.0,0.4383582641604637
50-64,White,Upper,Female,1.0,2.0,3.0,1.0,2.0,3.0,1.1602282172818756
30-49,Other,Upper,Female,1.0,2.0,3.0,2.0,1.0,4.0,0.5913390044210508
30-49,Asian,Upper,Female,3.0,2.0,2.0,1.0,2.0,5.0,0.9144119711474016
18-29,White,Upper,Female,4.0,5.0,2.0,1.0,1.0,4.0,2.464039217070083
30-49,White,Upper,Male,1.0,2.0,3.0,1.0,1.0,4.0,1.405884136078916
65+,White,Upper,Male,1.0,1.0,3.0,1.0,1.0,5.0,0.5025580529227545
50-64,Other,Middle,Male,3.0,1.0,4.0,2.0,2.0,5.0,0.3707247800553251
30-49,White,Middle,Female,2.0,2.0,3.0,1.0,2.0,5.0,0.6140742376055772
18-29,White,Middle,Female,3.0,2.0,2.0,1.0,2.0,5.0,1.1195147286344
18-29,Hispanic,Low,Female,5.0,2.0,2.0,1.0,2.0,5.0,1.2084948389786527
30-49,White,Upper,Female,3.0,3.0,3.0,1.0,1.0,4.0,0.364298012431614
50-64,White,Middle,Male,2.0,2.0,3.0,2.0,1.0,5.0,0.8138556906930682
50-64,White,Upper,Male,2.0,3.0,3.0,2.0,2.0,5.0,0.1992558171134416
50-64,White,Middle,Female,2.0,2.0,1.0,2.0,1.0,2.0,0.3122921113636467
65+,Hispanic,Middle,Female,3.0,1.0,3.0,1.0,2.0,5.0,0.1992558171134416
30-49,White,Middle,Male,2.0,1.0,1.0,2.0,1.0,3.0,0.4334430840612761
30-49,Hispanic,Middle,Female,2.0,1.0,4.0,2.0,2.0,,1.718596817025707
30-49,White,Low,Female,4.0,2.0,4.0,1.0,2.0,,0.9821305842637784
30-49,Other,Upper,Male,2.0,1.0,3.0,1.0,2.0,4.0,0.5257723983979631
18-29,Hispanic,Upper,Male,2.0,1.0,3.0,1.0,2.0,5.0,1.9358311780664808
30-49,White,Middle,Female,2.0,2.0,2.0,1.0,2.0,,1.2316546542869828
30-49,Other,Middle,Female,2.0,1.0,2.0,1.0,2.0,5.0,1.0645342000934777
50-64,White,Middle,Female,1.0,2.0,,,3.0,,0.6553893826119072
30-49,White,Middle,Male,1.0,3.0,3.0,1.0,2.0,5.0,0.783421703557501
18-29,White,Low,Female,5.0,2.0,2.0,1.0,2.0,5.0,0.7195496945608527
18-29,Hispanic,Low,Female,3.0,2.0,1.0,1.0,2.0,3.0,1.7907466693255776
50-64,White,Middle,Female,2.0,1.0,3.0,1.0,2.0,5.0,0.632984401760225
50-64,Asian,Upper,Male,2.0,5.0,2.0,1.0,1.0,2.0,0.4653202138525039
50-64,White,Middle,Female,2.0,2.0,3.0,2.0,1.0,5.0,1.0928682208091594
18-29,White,Upper,Female,3.0,1.0,3.0,1.0,1.0,5.0,0.6845546131859848
50-64,White,Upper,Female,2.0,1.0,,,3.0,,0.718658088750304
50-64,Hispanic,Middle,Male,1.0,1.0,2.0,1.0,2.0,,0.707051235889686
50-64,White,Upper,Male,1.0,1.0,3.0,2.0,1.0,4.0,0.5441880445055198
30-49,White,Upper,Female,2.0,4.0,2.0,1.0,1.0,5.0,0.8981578510699432
30-49,Black,Low,Female,1.0,2.0,,,3.0,5.0,0.9752847688651908
30-49,White,Upper,Female,2.0,4.0,3.0,2.0,1.0,5.0,0.5957465870742659
30-49,White,Upper,Male,5.0,3.0,4.0,1.0,2.0,5.0,1.7962342428463922
